Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
HT300931,5/17/2011 20:24,008XX W NORTH AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,1822,43,11,1170480,1910867,2011,41.91090659,-87.64914787,"(41.910906593, -87.649147871)",51,22620,68,168,34,16,14,189
HT300749,5/17/2011 18:30,0000X W CHICAGO AVE,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,1832,42,6,1176117,1905725,2011,41.89667145,-87.62859492,"(41.896671452, -87.628594922)",22,4446,37,230,11,55,14,72
HT300981,5/17/2011 21:20,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT300979,5/17/2011 21:30,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT301005,5/17/2011 21:46,040XX S INDIANA AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,214,3,11,1178264,1878362,2011,41.82153698,-87.62154262,"(41.821536978, -87.621542622)",12,4301,4,163,9,36,24,102
HT301086,5/17/2011 22:35,0000X W CTA 95TH ST LN,453,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,CTA PLATFORM,TRUE,FALSE,634,21,04B,1177779,1842365,2011,41.72276838,-87.62441036,"(41.722768379, -87.624410361)",18,21554,45,187,13,59,20,242
HT281530,5/5/2011 19:30,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT290541,5/11/2011 13:00,0000X W CTA OHARE PLATFORM ST,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA PLATFORM,TRUE,FALSE,1654,41,08B,1100955,1934905,2011,41.97810845,-87.90412276,"(41.978108446, -87.904122758)",34,16197,75,668,29,38,12,40
HT302462,5/18/2011 20:15,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT302483,5/18/2011 19:00,002XX W GARFIELD BLVD,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,934,3,3,1175647,1868500,2011,41.79453381,-87.63143854,"(41.794533814, -87.631438536)",12,21559,66,166,9,37,23,117
HT303815,5/19/2011 16:30,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT303852,5/19/2011 17:00,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT304010,5/19/2011 19:00,001XX W CERMAK RD,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,2111,3,6,1175700,1889759,2011,41.85286916,-87.63060658,"(41.852869156, -87.630606576)",8,21194,35,3,26,40,23,157
HT304190,5/19/2011 20:44,0000X W 79TH ST,560,ASSAULT,SIMPLE,CTA PLATFORM,FALSE,TRUE,623,6,08A,1177483,1852629,2011,41.75094076,-87.62518522,"(41.750940757, -87.625185222)",31,21554,67,495,32,59,20,228
HT305080,5/20/2011 12:45,002XX W 63RD ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,711,20,11,1175827,1863196,2011,41.77997505,-87.63093738,"(41.779975054, -87.630937377)",53,21559,66,435,4,11,17,201
HT305396,5/20/2011 15:30,0000X W 79TH ST,2027,NARCOTICS,POSS: CRACK,CTA PLATFORM,TRUE,FALSE,623,6,18,1177570,1852632,2011,41.75094702,-87.62486632,"(41.750947024, -87.624866323)",31,21554,67,1,32,59,20,228
HT307170,5/21/2011 15:01,049XX N MILWAUKEE AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,CTA PLATFORM,TRUE,FALSE,1623,45,08A,1139431,1932207,2011,41.97008868,-87.76269009,"(41.97008868, -87.762690091)",20,21869,11,129,50,48,12,58
HT307345,5/21/2011 16:50,002XX N CLARK ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,113,42,6,1175500,1901787,2011,41.88587925,-87.63097943,"(41.885879253, -87.630979425)",22,14309,38,92,36,42,22,88
HT307415,5/21/2011 18:25,003XX E 43RD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA PLATFORM,TRUE,TRUE,214,3,08B,1178941,1876568,2011,41.81659868,-87.61911376,"(41.816598679, -87.619113763)",12,4301,4,163,9,36,24,102
HT307578,5/21/2011 20:00,008XX N STATE ST,1536,PUBLIC INDECENCY,LICENSED PREMISE,CTA PLATFORM,TRUE,FALSE,1832,42,17,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT307659,5/21/2011 21:35,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT307714,5/21/2011 22:20,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT308737,5/22/2011 14:30,010XX W FULLERTON AVE,560,ASSAULT,SIMPLE,CTA PLATFORM,TRUE,FALSE,1933,43,08A,1169141,1916127,2011,41.92536952,-87.65391377,"(41.925369523, -87.653913766)",16,21190,68,797,34,16,14,186
HT310801,5/23/2011 17:30,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT311708,5/23/2011 19:00,049XX N MILWAUKEE AVE,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,1623,45,6,1139431,1932207,2011,41.97008868,-87.76269009,"(41.97008868, -87.762690091)",20,21869,11,129,50,48,12,58
HT311558,5/23/2011 17:00,002XX S STATE ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,123,42,6,1176417,1899156,2011,41.878639,-87.62769149,"(41.878638996, -87.627691486)",22,14912,38,92,36,29,22,126
HT311891,5/24/2011 11:00,0000X W 95TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,634,21,11,1177762,1841949,2011,41.7216272,-87.62448518,"(41.721627204, -87.624485177)",18,21861,45,187,13,59,20,242
HT311015,5/23/2011 19:50,0000X W 95TH ST,1330,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,FALSE,FALSE,634,21,26,1177762,1841949,2011,41.7216272,-87.62448518,"(41.721627204, -87.624485177)",18,21861,45,187,13,59,20,242
HT310798,5/23/2011 17:36,020XX S KOSTNER AVE,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,1012,24,08B,1147374,1889823,2011,41.85363385,-87.73457098,"(41.853633845, -87.734570978)",36,21569,30,753,14,57,21,109
HT312649,5/24/2011 17:30,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT311177,5/23/2011 21:00,004XX S RACINE AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,CTA PLATFORM,FALSE,TRUE,1213,2,04B,1168451,1897951,2011,41.87550838,-87.65697569,"(41.875508384, -87.656975687)",48,14917,29,87,26,44,15,95
HT297905,5/16/2011 2:07,033XX W BELMONT AVE,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,1412,35,08B,1153353,1921084,2011,41.93930054,-87.71179449,"(41.939300539, -87.711794487)",15,21538,22,138,12,39,1,23
HT302656,5/18/2011 22:50,0000X W 95TH ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,634,21,3,1177762,1841949,2011,41.7216272,-87.62448518,"(41.721627204, -87.624485177)",18,21861,45,187,13,59,20,242
HT301360,5/18/2011 8:30,0000X W 95TH ST,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,CTA PLATFORM,TRUE,FALSE,634,21,04B,1177762,1841949,2011,41.7216272,-87.62448518,"(41.721627204, -87.624485177)",18,21861,45,187,13,59,20,242
HT304677,5/20/2011 7:10,0000X W 95TH ST,460,BATTERY,SIMPLE,CTA PLATFORM,TRUE,FALSE,634,21,08B,1177762,1841949,2011,41.7216272,-87.62448518,"(41.721627204, -87.624485177)",18,21861,45,187,13,59,20,242
HT005100,5/22/2011 13:30,0000X W 95TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA PLATFORM,FALSE,TRUE,634,21,08B,1177762,1841949,2011,41.7216272,-87.62448518,"(41.721627204, -87.624485177)",18,21861,45,187,13,59,20,242
HT313725,5/25/2011 12:15,046XX N BROADWAY,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,2311,46,11,1167942,1930944,2011,41.966054,-87.6578904,"(41.966053999, -87.657890403)",37,22616,31,241,39,15,5,4
HT313711,5/25/2011 12:05,003XX S STATE ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA PLATFORM,TRUE,FALSE,123,2,14,1176426,1898874,2011,41.87786497,-87.62766695,"(41.877864969, -87.627666954)",48,14912,38,367,10,29,22,126
HT314159,5/24/2011 22:00,026XX N KEDZIE AVE,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,1412,35,08B,1154553,1917341,2011,41.9290055,-87.70748456,"(41.929005504, -87.707484558)",15,22535,23,549,40,1,7,182
HT314265,5/25/2011 16:35,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT314181,5/25/2011 16:11,002XX S DEARBORN ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,123,42,6,1175967,1899262,2011,41.87894001,-87.62934058,"(41.878940007, -87.629340584)",22,14912,38,92,36,29,22,126
HT314739,5/25/2011 22:00,009XX W ADDISON ST,880,THEFT,PURSE-SNATCHING,CTA PLATFORM,FALSE,FALSE,2324,44,6,1169188,1924102,2011,41.94725226,-87.65350869,"(41.947252263, -87.65350869)",38,21186,57,727,25,53,5,12
HT315148,5/26/2011 9:00,020XX S PULASKI RD,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,1014,24,08B,1150033,1889849,2011,41.8536539,-87.72481071,"(41.853653898, -87.724810713)",36,21569,30,753,14,57,21,109
HT314423,5/25/2011 15:00,094XX S STATE ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,634,6,6,1177962,1842175,2011,41.72224286,-87.62374579,"(41.722242857, -87.623745794)",18,21546,45,187,13,59,20,242
HT317212,5/27/2011 13:30,063XX S COTTAGE GROVE AVE,810,THEFT,OVER $500,CTA PLATFORM,FALSE,FALSE,312,20,6,1182650,1863246,2011,41.7799566,-87.60592196,"(41.7799566, -87.605921959)",53,22260,9,332,4,60,18,277
HT317823,5/27/2011 19:20,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT317803,5/27/2011 19:30,005XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1831,42,11,1176273,1903985,2011,41.89189329,-87.6280745,"(41.891893286, -87.628074498)",22,21182,37,669,36,55,14,73
HT317948,5/27/2011 21:20,008XX N STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,1832,42,18,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT318615,5/28/2011 11:30,002XX W GARFIELD BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,934,3,18,1175647,1868500,2011,41.79453381,-87.63143854,"(41.794533814, -87.631438536)",12,21559,66,166,9,37,23,117
HT319365,5/28/2011 2:35,046XX N BROADWAY,560,ASSAULT,SIMPLE,CTA PLATFORM,FALSE,FALSE,2311,46,08A,1167942,1930944,2011,41.966054,-87.6578904,"(41.966053999, -87.657890403)",37,22616,31,241,39,15,5,4
HT319425,5/28/2011 21:00,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT309543,5/23/2011 6:50,027XX N MILWAUKEE AVE,312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,CTA PLATFORM,FALSE,FALSE,1412,35,3,1153592,1918155,2011,41.93125838,-87.71099424,"(41.931258379, -87.710994236)",15,22535,23,72,12,1,7,168
HT320283,5/29/2011 15:20,052XX W LAKE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,1523,28,18,1141557,1902021,2011,41.88721608,-87.75562045,"(41.887216076, -87.755620452)",11,22216,26,674,45,32,25,84
HT320413,5/29/2011 16:45,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT320426,5/29/2011 17:00,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT320372,5/29/2011 16:10,051XX S PULASKI RD,820,THEFT,$500 AND UNDER,CTA PLATFORM,TRUE,FALSE,815,23,6,1150563,1870470,2011,41.80046498,-87.7233704,"(41.800464977, -87.723370404)",35,22248,60,792,6,56,13,129
HT321243,5/30/2011 11:05,036XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1122,28,11,1151988,1901284,2011,41.88499458,-87.71733391,"(41.884994578, -87.71733391)",11,21572,28,176,23,30,16,82
HT321604,5/30/2011 15:25,040XX W CONGRESS PKWY,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,CTA PLATFORM,TRUE,FALSE,1132,24,04A,1149640,1897389,2011,41.87435219,-87.72605742,"(41.87435219, -87.726057418)",36,21572,27,675,23,30,16,142
HT321704,5/30/2011 16:20,0000X W CTA 69TH ST LN,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,731,6,11,1177340,1859132,2011,41.76878896,-87.62551316,"(41.768788957, -87.625513163)",31,21559,67,513,32,11,18,211
HT321727,5/30/2011 16:45,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT322100,5/30/2011 22:15,035XX S LEAVITT ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA PLATFORM,FALSE,FALSE,913,11,14,1162264,1881343,2011,41.83006591,-87.68015579,"(41.830065909, -87.680155789)",26,14924,56,719,1,37,23,165
HT322893,5/31/2011 10:50,011XX W WILSON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,2311,46,11,1167963,1930704,2011,41.96539498,-87.65782015,"(41.965394976, -87.657820148)",37,22616,31,241,39,15,5,6
HT324200,5/31/2011 23:30,009XX W DIVERSEY PKWY,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,1932,44,08B,1169359,1918783,2011,41.93265297,-87.6530353,"(41.932652973, -87.653035302)",38,21190,57,681,25,22,5,31
HT320617,5/29/2011 20:15,002XX S STATE ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,123,42,6,1176417,1899156,2011,41.878639,-87.62769149,"(41.878638996, -87.627691486)",22,14912,38,92,36,29,22,126
HT322833,5/31/2011 9:30,022XX N CALIFORNIA AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,CTA PLATFORM,FALSE,FALSE,1431,1,11,1157335,1914823,2011,41.92203975,-87.69733018,"(41.922039747, -87.697330182)",24,22535,23,322,41,1,7,184
HT324485,6/1/2011 7:00,036XX W ADDISON ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,1732,35,3,1151466,1923690,2011,41.94648894,-87.7186611,"(41.946488939, -87.718661096)",15,21538,22,138,21,39,1,20
HT325667,6/1/2011 19:30,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT325521,6/1/2011 18:10,024XX W CONGRESS PKWY,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,1135,2,6,1160345,1897703,2011,41.87499928,-87.68674466,"(41.874999275, -87.686744656)",48,21184,29,756,23,28,16,146
HT325555,6/1/2011 16:00,002XX W 63RD ST,051A,ASSAULT,AGGRAVATED: HANDGUN,CTA PLATFORM,FALSE,FALSE,711,20,04A,1175827,1863196,2011,41.77997505,-87.63093738,"(41.779975054, -87.630937377)",53,21559,66,435,4,11,17,201
HT326489,5/31/2011 7:00,002XX W 63RD ST,460,BATTERY,SIMPLE,CTA PLATFORM,TRUE,FALSE,711,20,08B,1176015,1863201,2011,41.77998456,-87.630248,"(41.779984558, -87.630247996)",53,21559,66,435,4,11,18,277
HT326699,6/2/2011 11:45,011XX S STATE ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,CTA PLATFORM,TRUE,FALSE,132,2,11,1176517,1895340,2011,41.86816541,-87.62743954,"(41.868165405, -87.62743954)",48,14913,38,12,10,35,22,144
HT313934,5/24/2011 22:00,008XX W NORTH AVE,330,ROBBERY,AGGRAVATED,CTA PLATFORM,FALSE,FALSE,1822,43,3,1170480,1910867,2011,41.91090659,-87.64914787,"(41.910906593, -87.649147871)",51,22620,68,168,34,16,14,189
HT327508,6/2/2011 19:25,012XX N CLARK ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,CTA PLATFORM,TRUE,FALSE,1821,42,18,1175314,1908524,2011,41.90437011,-87.63146007,"(41.904370109, -87.631460067)",22,14926,37,17,11,54,14,198
HT327804,6/2/2011 23:15,046XX N BROADWAY,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,2311,46,6,1167961,1930904,2011,41.96594383,-87.6578217,"(41.965943826, -87.657821704)",37,22616,31,241,39,15,5,6
HT323643,5/31/2011 17:55,0000X S WABASH AVE,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,123,42,3,1176813,1900296,2011,41.88175828,-87.62620298,"(41.881758277, -87.626202983)",22,14311,38,367,36,34,22,93
HT328077,6/3/2011 8:10,051XX S PULASKI RD,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,815,23,6,1150563,1870470,2011,41.80046498,-87.7233704,"(41.800464977, -87.723370404)",35,22248,60,792,6,56,13,129
HT324469,6/1/2011 8:45,0000X W CTA OHARE PLATFORM ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA PLATFORM,TRUE,FALSE,1654,41,26,1100955,1934905,2011,41.97810845,-87.90412276,"(41.978108446, -87.904122758)",34,16197,75,668,29,38,12,40
HT328947,6/3/2011 15:45,003XX S STATE ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,123,2,3,1176426,1898874,2011,41.87786497,-87.62766695,"(41.877864969, -87.627666954)",48,14912,38,367,10,29,22,126
HT329303,6/3/2011 20:00,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT329207,6/3/2011 19:00,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT327939,6/3/2011 2:20,0000X E CHICAGO AVE,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,1833,42,6,1176317,1905731,2011,41.89668341,-87.62786018,"(41.896683405, -87.627860183)",22,21182,37,104,36,6,14,71
HT330432,6/4/2011 13:43,003XX E 47TH ST,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA PLATFORM,TRUE,FALSE,222,3,08B,1179016,1873926,2011,41.8093471,-87.61891922,"(41.809347098, -87.618919216)",12,4301,4,448,9,36,24,98
HT330691,6/4/2011 16:16,0000X W 79TH ST,1330,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,TRUE,FALSE,623,6,26,1177483,1852629,2011,41.75094076,-87.62518522,"(41.750940757, -87.625185222)",31,21554,67,495,32,59,20,228
HT330824,6/4/2011 18:45,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT330895,6/4/2011 20:00,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT330968,6/4/2011 20:50,003XX N LARAMIE AVE,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,1523,28,3,1141654,1901589,2011,41.88602882,-87.75527492,"(41.886028822, -87.755274922)",11,22216,26,674,45,32,25,84
HT331086,6/4/2011 22:25,002XX N CALIFORNIA AVE,440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,CTA PLATFORM,FALSE,FALSE,1331,2,08B,1157694,1901168,2011,41.88456196,-87.69638364,"(41.884561956, -87.696383641)",41,21184,28,50,46,28,15,77
HT331170,6/4/2011 23:13,049XX S KEDZIE AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA PLATFORM,TRUE,FALSE,821,14,14,1155873,1871845,2011,41.80413311,-87.70385985,"(41.804133114, -87.703859846)",49,22248,61,763,8,56,23,120
HT331178,6/4/2011 23:30,056XX W CORCORAN PL,880,THEFT,PURSE-SNATCHING,CTA PLATFORM,FALSE,FALSE,1512,29,6,1138849,1902002,2011,41.88721354,-87.76556562,"(41.887213535, -87.765565619)",52,22216,26,618,7,32,25,85
HT330204,6/4/2011 5:00,009XX W BELMONT AVE,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,1924,44,3,1169258,1921430,2011,41.93991866,-87.65332931,"(41.939918659, -87.653329306)",38,4449,57,681,25,22,5,31
HT256879,4/19/2011 13:20,020XX S KOSTNER AVE,031A,ROBBERY,ARMED: HANDGUN,CTA PLATFORM,FALSE,FALSE,1012,24,3,1147374,1889823,2011,41.85363385,-87.73457098,"(41.853633845, -87.734570978)",36,21569,30,753,14,57,21,109
HT331831,6/5/2011 1:00,009XX W BELMONT AVE,810,THEFT,OVER $500,CTA PLATFORM,FALSE,FALSE,1932,44,6,1169269,1921430,2011,41.93991842,-87.65328888,"(41.93991842, -87.653288878)",38,4449,57,681,25,22,5,31
HT332619,6/5/2011 19:00,002XX N CLARK ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,113,42,6,1175500,1901787,2011,41.88587925,-87.63097943,"(41.885879253, -87.630979425)",22,14309,38,92,36,42,22,88
HT333015,6/1/2011 14:30,063XX S DAN RYAN LOCAL IB,330,ROBBERY,AGGRAVATED,CTA PLATFORM,TRUE,FALSE,722,20,3,1175937,1863132,2011,41.77979697,-87.63053602,"(41.779796965, -87.630536021)",53,21559,66,435,4,11,18,277
HT333288,6/6/2011 11:45,011XX W WILSON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,2311,46,11,1167963,1930704,2011,41.96539498,-87.65782015,"(41.965394976, -87.657820148)",37,22616,31,241,39,15,5,6
HT333256,6/6/2011 11:35,011XX W WILSON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,2311,46,11,1167963,1930704,2011,41.96539498,-87.65782015,"(41.965394976, -87.657820148)",37,22616,31,241,39,15,5,6
HT333237,6/6/2011 11:05,001XX W 33RD ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,924,11,11,1175704,1883105,2011,41.83460998,-87.63079167,"(41.834609981, -87.630791672)",26,21194,35,376,48,40,23,170
HT334585,6/7/2011 5:30,015XX N DAMEN AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,CTA PLATFORM,TRUE,FALSE,1424,1,08A,1162793,1909991,2011,41.90866758,-87.67741172,"(41.908667575, -87.677411721)",24,21560,25,481,41,4,7,200
HT335109,6/7/2011 12:00,0000X W 95TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,634,21,18,1177762,1841949,2011,41.7216272,-87.62448518,"(41.721627204, -87.624485177)",18,21861,45,187,13,59,20,242
