,Station_Name,Station_ID,Station_Name_old,ADA,Red,Blue,Green,Brown,Purple,Purple_Express,Yellow,Pink,Orange,Historical_Wards_2003-2015,Zip_Codes,Community_Areas,Census_Tracts,Wards
42,Ashland-Orange,41060,Ashland,True,False,False,False,False,False,False,False,False,True,26.0,14920,33.0,126.0,26.0
43,Ashland-Orange,41060,Ashland,True,False,False,False,False,False,False,False,False,True,26.0,14920,33.0,126.0,26.0
44,Austin-Forest Park,40010,Austin,False,False,True,False,False,False,False,False,False,False,,26618,,,
45,Austin-Forest Park,40010,Austin,False,False,True,False,False,False,False,False,False,False,,26618,,,
46,Austin-Lake,41260,Austin,False,False,False,True,False,False,False,False,False,False,52.0,22216,26.0,672.0,7.0
47,Austin-Lake,41260,Austin,False,False,False,True,False,False,False,False,False,False,52.0,22216,26.0,672.0,7.0
48,Belmont-North Main,41320,Belmont,True,False,False,False,True,False,True,False,False,False,38.0,4449,57.0,681.0,25.0
49,Belmont-North Main,41320,Belmont,True,True,False,False,False,False,False,False,False,False,38.0,4449,57.0,681.0,25.0
50,Belmont-North Main,41320,Belmont,True,False,False,False,True,False,True,False,False,False,38.0,4449,57.0,681.0,25.0
51,Belmont-North Main,41320,Belmont,True,True,False,False,False,False,False,False,False,False,38.0,4449,57.0,681.0,25.0
52,Belmont-O'Hare,40060,Belmont,False,False,True,False,False,False,False,False,False,False,15.0,21538,22.0,216.0,12.0
53,Belmont-O'Hare,40060,Belmont,False,False,True,False,False,False,False,False,False,False,15.0,21538,22.0,216.0,12.0
54,Berwyn,40340,Berwyn,False,True,False,False,False,False,False,False,False,False,40.0,22616,76.0,160.0,16.0
55,Berwyn,40340,Berwyn,False,True,False,False,False,False,False,False,False,False,40.0,22616,76.0,160.0,16.0
56,Bryn Mawr,41380,Bryn Mawr,False,True,False,False,False,False,False,False,False,False,40.0,22616,76.0,145.0,16.0
57,Bryn Mawr,41380,Bryn Mawr,False,True,False,False,False,False,False,False,False,False,40.0,22616,76.0,145.0,16.0
58,California-Cermak,40440,California,True,False,False,False,False,False,False,False,True,False,11.0,14920,32.0,203.0,1.0
59,California-Cermak,40440,California,True,False,False,False,False,False,False,False,True,False,11.0,14920,32.0,203.0,1.0
60,California-Lake,41360,California,True,False,False,True,False,False,False,False,False,False,41.0,21184,28.0,50.0,46.0
61,California-Lake,41360,California,True,False,False,True,False,False,False,False,False,False,41.0,21184,28.0,50.0,46.0
62,California-Milwaukee,40570,California,False,False,True,False,False,False,False,False,False,False,24.0,22535,23.0,294.0,41.0
63,California-Milwaukee,40570,California,False,False,True,False,False,False,False,False,False,False,24.0,22535,23.0,294.0,41.0
64,Central Park,40780,Central Park,True,False,False,False,False,False,False,False,True,False,36.0,21569,30.0,157.0,14.0
65,Central Park,40780,Central Park,True,False,False,False,False,False,False,False,True,False,36.0,21569,30.0,157.0,14.0
66,Central-Evanston,41250,Central,False,False,False,False,False,True,True,False,False,False,,26293,,,
67,Central-Evanston,41250,Central,False,False,False,False,False,True,True,False,False,False,,26293,,,
68,Central-Lake,40280,Central,True,False,False,True,False,False,False,False,False,False,52.0,22216,26.0,672.0,7.0
69,Central-Lake,40280,Central,True,False,False,True,False,False,False,False,False,False,52.0,22216,26.0,672.0,7.0
70,Cermak-Chinatown,41000,Cermak-Chinatown,True,True,False,False,False,False,False,False,False,False,8.0,21194,35.0,3.0,26.0
71,Cermak-Chinatown,41000,Cermak-Chinatown,True,True,False,False,False,False,False,False,False,False,8.0,21194,35.0,3.0,26.0
72,Cermak-McCormick Place,41690,Cermak-McCormick Place,True,False,False,True,False,False,False,False,False,False,12.0,21194,34.0,374.0,9.0
73,Cermak-McCormick Place,41690,Cermak-McCormick Place,True,False,False,True,False,False,False,False,False,False,12.0,21194,34.0,374.0,9.0
74,Chicago-Franklin,40710,Chicago,True,False,False,False,True,False,True,False,False,False,41.0,14926,37.0,652.0,46.0
75,Chicago-Franklin,40710,Chicago,True,False,False,False,True,False,True,False,False,False,41.0,14926,37.0,652.0,46.0
76,Chicago-Milwaukee,41410,Chicago,False,False,True,False,False,False,False,False,False,False,41.0,22620,25.0,522.0,46.0
77,Chicago-Milwaukee,41410,Chicago,False,False,True,False,False,False,False,False,False,False,41.0,22620,25.0,522.0,46.0
78,Chicago-State,41450,Chicago,True,True,False,False,False,False,False,False,False,False,22.0,21182,37.0,626.0,36.0
79,Chicago-State,41450,Chicago,True,True,False,False,False,False,False,False,False,False,22.0,21182,37.0,626.0,36.0
80,Cicero-Cermak,40420,Cicero,True,False,False,False,False,False,False,False,True,False,,4458,,,
81,Cicero-Cermak,40420,Cicero,True,False,False,False,False,False,False,False,True,False,,4458,,,
82,Cicero-Forest Park,40970,Cicero,False,False,True,False,False,False,False,False,False,False,36.0,22216,26.0,61.0,7.0
83,Cicero-Forest Park,40970,Cicero,False,False,True,False,False,False,False,False,False,False,36.0,22216,26.0,61.0,7.0
84,Cicero-Lake,40480,Cicero,True,False,False,True,False,False,False,False,False,False,11.0,22216,26.0,696.0,23.0
85,Cicero-Lake,40480,Cicero,True,False,False,True,False,False,False,False,False,False,11.0,22216,26.0,696.0,23.0
86,Clark-Division,40630,Clark-Division,True,True,False,False,False,False,False,False,False,False,22.0,14926,37.0,17.0,11.0
87,Clark-Division,40630,Clark-Division,True,True,False,False,False,False,False,False,False,False,22.0,14926,37.0,17.0,11.0
88,Clark-Lake,40380,Clark-Lake,True,False,True,False,False,False,False,False,False,False,22.0,14309,38.0,92.0,36.0
